Time [s]	Rotating hub Mx  [kNm]	Rotating hub My  [kNm]	Rotating hub Mz  [kNm]	Rotating hub Fx  [kN]	Rotating hub Fy  [kN]	Rotating hub Fz  [kN]	Stationary hub Mx  [kNm]	Stationary hub My  [kNm]	Stationary hub Mz  [kNm]	Stationary hub Fx  [kN]	Stationary hub Fy  [kN]	Stationary hub Fz  [kN]	Rotor speed  [rad/s]	
291.15	1073.87	899.999	-865.97	345.189	565.001	576.281	1073.87	-1248.96	-2.59719	345.189	-5.89441	-807.026	0.738227
291.2	1080.59	887.733	-810.049	343.656	586.617	556.138	1080.59	-1199.2	-78.6177	343.656	-5.59747	-808.317	0.738983
291.25	1096.23	865.729	-738.908	341.927	602.145	532.431	1096.23	-1127.75	-153.828	341.927	-3.75444	-803.771	0.739008
291.3	1100.75	839.637	-654.519	344.161	621.121	512.289	1100.75	-1039.66	-229.1	344.161	-1.69225	-805.126	0.738185
291.35	1093.34	866.871	-587.653	346.264	641.078	488.778	1093.34	-994.056	-329.627	346.264	-2.78834	-806.149	0.737948
291.4	1080.11	899.109	-555.361	345.399	654.217	465.415	1080.11	-973.581	-411.052	345.399	0.292531	-802.876	0.73771
291.45	1067.53	904.413	-498.61	341.052	669.224	442.879	1067.53	-913.232	-482.268	341.052	2.83081	-802.493	0.738283
291.5	1071.78	932.676	-435.985	335.493	684.377	412.497	1071.78	-855.85	-572.266	335.493	-1.37244	-799.077	0.739198
291.55	1085.34	906.345	-394.789	334.496	696.89	386.699	1085.34	-785.319	-600.496	334.496	-0.470406	-796.989	0.739215
291.6	1099.37	840.84	-344.593	334.84	712.005	362.264	1099.37	-688.162	-593.455	334.84	0.351344	-798.866	0.73942
291.65	1112.15	779.406	-311.194	337.597	725.954	332.395	1112.15	-609.653	-576.749	337.597	-3.08653	-798.427	0.739258
291.7	1116.16	720.508	-352.109	336.966	737.085	302.44	1116.16	-602.935	-528.755	336.966	-5.51269	-796.702	0.739191
291.75	1118.83	662.315	-419.279	334.451	753.242	275.912	1118.83	-625.396	-472.585	334.451	-6.57458	-802.159	0.739849
291.8	1121.04	597.401	-437.305	331.618	766.912	248.862	1121.04	-604.024	-428.111	331.618	-6.88894	-806.25	0.739723
291.85	1110.99	560.783	-499.462	331.699	766.027	218.491	1110.99	-637.121	-397.513	331.699	-5.97372	-796.555	0.739293
291.9	1091.63	499.508	-556.756	335.968	771.3	195.27	1091.63	-662.47	-347.304	335.968	-0.3405	-795.634	0.739191
291.95	1071.25	442.819	-626.905	337.359	785.041	168.22	1071.25	-705.875	-301.397	337.359	-0.273906	-802.862	0.739129
292	1057.92	391.804	-691.606	334.99	792.194	132.278	1057.92	-749.117	-265.808	334.99	-7.23811	-803.129	0.73988
292.05	1066.14	297.846	-701.617	332.159	793.262	99.668	1066.14	-735.808	-198.908	332.159	-9.95772	-799.437	0.740649
292.1	1085.17	201.303	-652.642	333.486	799.466	69.5016	1085.17	-669.533	-134.872	333.486	-10.9826	-802.407	0.740781
292.15	1100.31	154.034	-612.754	336.182	807.262	38.4709	1100.31	-621.28	-114.916	336.182	-12.7345	-808.078	0.740149
292.2	1105.88	127.007	-621.18	333.36	808.306	9.81046	1105.88	-624.313	-110.581	333.36	-11.5098	-808.284	0.739939
292.25	1100.25	95.9693	-610.575	329.81	807.792	-13.4149	1100.25	-609.524	-102.438	329.81	-4.84856	-807.889	0.739364
292.3	1087.71	75.8651	-580.321	331.366	806.298	-39.0561	1087.71	-576.057	-103.375	331.366	-0.670027	-807.243	0.739395
292.35	1074.03	80.6764	-535.535	333.424	800.334	-70.475	1074.03	-526.81	-125.607	333.424	-2.64567	-803.426	0.739223
292.4	1057.53	77.399	-451.968	333.726	797.065	-100.419	1057.53	-439.257	-131.603	333.726	-3.08239	-803.36	0.73863
292.45	1038.32	49.4616	-423.831	334.361	790.424	-127.928	1038.32	-410.721	-115.702	334.361	-1.63593	-800.708	0.738411
292.5	1028.68	2.88697	-495.02	338.964	779.346	-155.959	1028.68	-485.046	-98.9149	338.964	-1.72242	-794.796	0.73849
292.55	1031.2	-76.558	-588.604	341.866	777.206	-186.389	1031.2	-590.42	-60.9857	341.866	-2.48289	-799.24	0.738786
292.6	1049.52	-152.463	-640.04	342.653	779.066	-220.794	1049.52	-657.537	-23.2637	342.653	-5.62844	-809.73	0.739061
292.65	1073.96	-242.928	-661.862	340.912	771.657	-249.779	1073.96	-704.302	32.1448	340.912	-5.58486	-811.056	0.738773
292.7	1095.43	-304.645	-669.174	334.948	758.05	-277.97	1095.43	-732.657	61.777	334.948	-6.75849	-807.379	0.73854
292.75	1109.69	-357.282	-658.922	330.366	749.328	-304.155	1109.69	-744.442	87.3767	330.366	-4.50463	-808.692	0.738223
292.8	1114.51	-393.781	-685.776	326.514	738.372	-330.055	1114.51	-786.493	82.3449	326.514	-2.7785	-808.778	0.738168
292.85	1112.66	-403.798	-662.274	326.485	727.926	-355.145	1112.66	-772.265	72.5728	326.485	-0.062313	-809.941	0.738237
292.9	1104.24	-403.696	-625.929	327.368	710.227	-378.273	1104.24	-742.313	61.0663	327.368	1.08531	-804.681	0.738024
292.95	1088.38	-409.123	-589.275	326.599	688.432	-401.899	1088.38	-715.124	56.7857	326.599	-0.619	-797.158	0.737953
293	1073.81	-418.972	-534.314	327.966	670.791	-428.629	1073.81	-675.569	68.0898	327.966	-3.22922	-796.036	0.738001
293.05	1059.51	-412.49	-457.223	327.413	655.864	-457.455	1059.51	-610.389	81.4011	327.413	-6.07969	-799.616	0.737762
293.1	1050.42	-418.67	-358.179	324.927	642.321	-480.208	1050.42	-537.116	122.811	324.927	-2.92672	-801.977	0.737878
293.15	1050.08	-417.791	-299.638	323.404	622.707	-501.391	1050.08	-495.036	138.822	323.404	-2.13822	-799.47	0.737748
293.2	1049.55	-447.929	-246.822	321.72	604.572	-520.774	1049.55	-479.528	177.805	321.72	0.810094	-797.942	0.737057
293.25	1051	-520.448	-191.279	323.965	590.26	-540.011	1051	-494.448	250.948	323.965	6.37444	-799.986	0.737161
293.3	1058.34	-615.878	-199.611	328.004	567.711	-565.222	1058.34	-576.754	294.119	328.004	2.07459	-801.104	0.736754
293.35	1061.34	-705.142	-265.253	330.615	539.135	-595.351	1061.34	-697.272	285.302	330.615	-9.87506	-803.126	0.73637
293.4	1067.39	-805.466	-306.012	333.726	517.111	-617.607	1067.39	-809.905	294.062	333.726	-11.514	-805.425	0.736556
293.45	1073.41	-877.934	-319.65	333.893	497.107	-631.854	1073.41	-885.295	298.658	333.893	-6.37947	-803.937	0.736065
293.5	1072.89	-884.435	-311.378	335.739	476.545	-649.236	1072.89	-895.981	276.407	335.739	-3.67044	-805.35	0.735896
293.55	1076.87	-891.081	-293.751	337.696	455.673	-669.155	1076.87	-901.06	261.545	337.696	-2.51003	-809.567	0.736311
293.6	1082.88	-893.459	-274.832	338.651	430.966	-688.368	1082.88	-901.97	245.463	338.651	-3.86388	-812.137	0.736214
293.65	1087.17	-887.413	-300.274	338.363	398.262	-701.936	1087.17	-917.971	187.074	338.363	-9.06213	-806.998	0.736247
293.7	1090.61	-905.024	-317.598	340.894	374.579	-709.199	1090.61	-947.928	146.177	340.894	-3.66759	-802.034	0.736172
293.75	1088.82	-904.567	-347.171	342.296	356.986	-721.744	1088.82	-965.216	84.4199	342.296	4.53316	-805.191	0.735828
293.8	1081.71	-903.803	-433.425	341.939	329.684	-735.898	1081.71	-1001.9	-30.3126	341.939	3.44884	-806.366	0.735729
293.85	1075.58	-874.199	-517.098	341.748	297.072	-748.975	1075.58	-1003.66	-155.828	341.748	-2.02888	-805.736	0.735918
293.9	1073.43	-798.997	-551.93	338.214	268.113	-760.402	1073.43	-938.158	-250.763	338.214	-3.499	-806.278	0.73604
293.95	1073.33	-753.41	-555.668	336.346	243.543	-767.122	1073.33	-885.963	-302.429	336.346	0.715172	-804.853	0.735988
294	1075.85	-724.07	-569.488	338.013	216.32	-777.033	1075.85	-849.639	-355.961	338.013	1.44978	-806.58	0.73616
294.05	1081.39	-712.243	-582.744	338.691	186.283	-787.422	1081.39	-827.515	-402.616	338.691	-0.491859	-809.156	0.736121
294.1	1084.36	-736.081	-608.998	338.086	152.956	-789.907	1084.36	-840.638	-453.896	338.086	-3.89253	-804.57	0.736042
294.15	1088.86	-768.646	-631.258	339.541	123.085	-789.329	1088.86	-859.049	-501.337	339.541	-3.68277	-798.86	0.736325
294.2	1093.18	-809.42	-645.529	339.429	98.4248	-791.453	1093.18	-882.226	-541.799	339.429	0.988469	-797.549	0.736182
294.25	1093.26	-807.425	-661.465	340.279	71.225	-799.481	1093.26	-861.065	-589.948	340.279	2.55194	-802.643	0.736186
294.3	1090.37	-763.62	-703.893	338.85	36.5424	-802.952	1090.37	-797.091	-665.752	338.85	-2.72236	-803.778	0.736078
294.35	1080.25	-696.219	-712.685	336.482	5.35478	-801.491	1080.25	-704.772	-704.228	336.482	-4.32174	-801.497	0.735602
294.4	1065.55	-618.3	-681.406	333.178	-19.9287	-802.166	1065.55	-601.279	-696.471	333.178	-0.107389	-802.414	0.735574
294.45	1056.77	-584.319	-638.505	331.389	-47.7894	-803.019	1056.77	-543.976	-673.207	331.389	1.64951	-804.438	0.735829
294.5	1053.18	-607.475	-616.759	331.645	-84.5479	-800.634	1053.18	-544.024	-673.391	331.645	-5.57781	-805.067	0.735764
294.55	1054.48	-645.103	-566.659	332.951	-116.621	-795.819	1054.48	-562.92	-648.369	332.951	-8.39227	-804.275	0.735825
294.6	1063.51	-673.585	-483.257	330.278	-141.131	-787.962	1063.51	-581.01	-591.338	330.278	-4.28936	-800.489	0.736087
294.65	1075.87	-657.958	-426.366	324.846	-167.792	-779.095	1075.87	-555.358	-553.421	324.846	-2.75291	-796.954	0.736016
294.7	1092.87	-609.188	-389.54	322.538	-198.776	-773.638	1092.87	-496.253	-525.912	322.538	-4.79863	-798.752	0.736648
294.75	1111.94	-524.043	-389.989	320.525	-232.725	-769.598	1111.94	-394.65	-520.542	320.525	-9.1108	-803.965	0.736562
294.8	1117.75	-483.977	-333.075	317.723	-256	-759.217	1117.75	-355.038	-468.103	317.723	-4.87072	-801.201	0.736128
294.85	1114.31	-420.866	-269.757	317.667	-280.517	-753.063	1114.31	-300.48	-399.511	317.667	-0.507031	-803.613	0.736388
294.9	1104.48	-393.911	-219.964	318.423	-311.268	-742.604	1104.48	-279.728	-353.981	318.423	-3.34159	-805.194	0.73603
294.95	1084.41	-420.583	-140.133	320.147	-342.141	-727.939	1084.41	-324.013	-302.561	320.147	-7.89503	-804.297	0.736007
295	1065.57	-400.047	-82.5366	323.882	-371.039	-716.126	1065.57	-320.215	-253.598	323.882	-9.42016	-806.485	0.735958
295.05	1046.61	-371.504	-26.1216	323.748	-393.237	-698.686	1046.61	-312.867	-202.018	323.748	-7.60553	-801.71	0.735649
295.1	1030.2	-305.024	-22.0352	321.505	-416.188	-680.182	1030.2	-250.306	-175.704	321.505	-7.32353	-797.374	0.735436
295.15	1025.46	-244.454	-45.1748	320.49	-441.944	-663.935	1025.46	-180.285	-171.16	320.49	-8.44759	-797.529	0.735563
295.2	1029.11	-167.453	-56.7259	319.919	-466.829	-653.827	1029.11	-104.261	-142.787	319.919	-5.28778	-803.362	0.73532
295.25	1042.89	-84.7891	-84.1776	322.455	-490.777	-638.878	1042.89	-16.5266	-118.33	322.455	-3.85888	-805.613	0.73549
295.3	1060.7	-66.5223	-45.6808	324.496	-508.283	-615.377	1060.7	-22.4588	-77.5084	324.496	-2.68275	-798.144	0.735136
295.35	1074.4	-77.0352	27.3921	328.769	-531.776	-597.405	1074.4	-75.8633	-30.488	328.769	-2.8625	-799.793	0.734687
295.4	1080.21	-168.034	167.788	333.152	-557.582	-578.473	1080.21	-237.393	5.74062	333.152	-5.24147	-803.431	0.734364
295.45	1081.13	-220.859	286.076	331.819	-582.071	-559.131	1081.13	-358.976	41.8811	331.819	-6.69453	-807.087	0.734229
295.5	1078.66	-204.491	346.412	330.369	-601.364	-535.661	1078.66	-393.955	81.3434	330.369	-7.41331	-805.305	0.73429
295.55	1076.07	-167.796	379.57	329.966	-616.677	-508.969	1076.07	-398.389	116.255	329.966	-8.12597	-799.546	0.734322
295.6	1072.47	-103.967	364.179	324.755	-639.684	-487.437	1072.47	-350.953	142.364	324.755	-9.90491	-804.172	0.734294
295.65	1067.35	-66.4077	355.521	317.998	-663.299	-465.604	1067.35	-326.9	154.73	317.998	-11.9193	-810.315	0.733974
295.7	1060.23	-29.1018	317.169	315.825	-682.447	-442.45	1060.23	-279.733	152.292	315.825	-12.076	-813.234	0.733947
295.75	1058.88	10.1341	273.654	317.526	-691.896	-417.992	1058.88	-227.491	152.437	317.526	-7.99978	-808.316	0.734146
295.8	1062.68	26.4796	267.239	316.657	-698.819	-394.762	1062.68	-219.281	155.029	316.657	-1.94738	-802.609	0.734183
295.85	1069.46	41.8843	257.652	318.753	-714.795	-372.158	1069.46	-209.206	156.114	318.753	0.083313	-805.874	0.734104
295.9	1074.58	32.8878	246.925	318.61	-729.167	-340.237	1074.58	-208.961	135.606	318.61	-5.34747	-804.622	0.733732
295.95	1072.01	92.882	230.077	318.16	-735.93	-312.36	1072.01	-174.594	176.294	318.16	-4.12091	-799.465	0.733266
296	1067.01	139.397	191.037	320.36	-743.697	-281.577	1067.01	-127.723	199.031	320.36	-6.32125	-795.192	0.733264
296.05	1061.98	178.829	152.988	322.98	-757.444	-252.976	1061.98	-86.0782	219.033	322.98	-8.69491	-798.526	0.73318
296.1	1058.3	225.491	108.622	324.155	-775.094	-228.533	1058.3	-37.9831	247.391	324.155	-7.95708	-808.043	0.733151
296.15	1053.48	220.94	150.534	322.764	-781.755	-198.85	1053.48	-88.6954	252.207	322.764	-8.74325	-806.602	0.73271
296.2	1045.42	212.153	277.267	326.947	-786.986	-171.14	1045.42	-223.403	268.286	326.947	-7.3842	-805.345	0.732398
296.25	1042.73	191.683	426.846	333.75	-798.243	-142.724	1042.73	-383.856	267.571	333.75	-7.90103	-810.863	0.732611
296.3	1046.3	169.912	556.261	332.589	-805.516	-112.56	1046.3	-524.612	251.154	332.589	-9.11527	-813.291	0.732488
296.35	1053.91	182.672	593.458	331.744	-807.546	-85.9939	1053.91	-568.971	248.664	331.744	-5.953	-812.09	0.732583
296.4	1064.46	200.146	605.493	332.681	-801.424	-58.9139	1064.46	-588.354	246.008	332.681	-2.74239	-803.581	0.73243
296.45	1071.97	225.877	593.089	330.202	-800.514	-30.3379	1071.97	-583.538	249.518	330.202	-1.84134	-801.087	0.73219
296.5	1078.6	242.366	584.193	326.912	-802.348	2.42306	1078.6	-583.325	244.447	326.912	-5.28321	-802.334	0.73238
296.55	1085.6	297.107	593.565	330.448	-804.201	31.2877	1085.6	-603.06	277.327	330.448	-4.69047	-804.796	0.732494
296.6	1091.55	329.185	590.832	334.415	-805.756	63.8304	1091.55	-612.32	287.245	334.415	-7.56932	-808.244	0.732714
296.65	1094.51	318.438	598.386	331.879	-800.923	99.3757	1094.51	-628.8	253.137	331.879	-13.8177	-806.947	0.73262
296.7	1087.27	308.714	564.069	330.55	-798.725	127.235	1087.27	-602.294	225.211	330.55	-12.1546	-808.704	0.732163
296.75	1075.23	301.122	567.991	335.032	-793.399	150.043	1075.23	-612.637	194.844	335.032	-5.9378	-807.44	0.732412
296.8	1065.99	265.065	596.872	334.773	-787.993	177.654	1065.99	-639.836	130.869	334.773	-4.49686	-807.758	0.732478
296.85	1060.27	238.838	522.603	331.12	-784.995	204.793	1060.27	-565.731	100.532	331.12	-1.93808	-811.266	0.732862
296.9	1061.62	222.629	441.605	330.441	-767.342	229.486	1061.62	-486.779	87.321	330.441	-0.918266	-800.923	0.732842
296.95	1058.75	198.811	392.767	330.058	-748.385	258.407	1058.75	-435.756	62.5197	330.058	-5.0595	-791.725	0.732093
297	1047.27	212.032	378.164	329.029	-746.061	289.12	1047.27	-428.788	64.0785	329.029	-5.63353	-800.103	0.731605
297.05	1037.43	251.555	434.055	331.466	-742.578	317.434	1037.43	-497.704	63.0423	331.466	-3.80934	-807.571	0.731526
297.1	1030.8	259.034	469.618	336.686	-728.214	344.621	1030.8	-535.072	36.5696	336.686	-4.98853	-805.626	0.731426
297.15	1034.34	239.655	464.01	334.94	-712.598	371.232	1034.34	-522.24	2.27016	334.94	-6.32144	-803.473	0.731869
297.2	1045.71	216.889	415.257	331.024	-705.22	398.872	1045.71	-468.307	-12.9596	331.024	-4.65672	-810.193	0.731609
297.25	1053.85	191.744	407.321	329.881	-691.083	425.845	1053.85	-447.689	-47.4489	329.881	-5.42522	-811.733	0.731265
297.3	1063.98	170.357	339.651	329.778	-675.077	445.996	1063.98	-377.371	-44.4447	329.778	-1.37519	-809.098	0.731699
297.35	1080.77	144.058	303.732	326.565	-651.472	466.976	1080.77	-330.978	-58.8117	326.565	-2.55369	-801.546	0.732007
297.4	1096.34	154.231	318.476	322.977	-628.431	490.266	1096.34	-346.495	-71.8042	322.977	-5.72803	-797.028	0.73221
297.45	1109.01	212.959	275.718	319.37	-618.107	511.871	1109.01	-348.18	-11.9379	319.37	0.230719	-802.539	0.73227
297.5	1106.91	267.2	270.84	314.308	-596.061	533.853	1106.91	-379.983	19.0507	314.308	-1.48628	-800.179	0.731539
297.55	1088.3	296.996	254.617	314.042	-571.215	558.165	1088.3	-389.361	37.8737	314.042	-6.97681	-798.615	0.731231
297.6	1063.95	320.558	206.656	317.22	-555.47	582.836	1063.95	-374.057	74.4644	317.22	-6.25131	-805.112	0.731212
297.65	1040.58	351.375	140.534	320.385	-540.849	601.916	1040.58	-355.22	130.51	320.385	-0.448563	-809.21	0.731306
297.7	1027.88	371.043	118.126	322.165	-516.551	621.058	1027.88	-360.482	147.24	322.165	-1.77628	-807.796	0.731747
297.75	1025.07	437.176	117.196	321.11	-490.227	637.467	1025.07	-417.324	175.209	321.11	-3.08944	-804.163	0.731481
297.8	1029.33	487.863	81.1233	318.483	-469.293	659.687	1029.33	-443.579	218.698	318.483	-3.64591	-809.573	0.731564
297.85	1041.53	476.376	29.6649	314.154	-441.03	678.445	1041.53	-413.242	238.841	314.154	-7.95978	-809.155	0.731458
297.9	1053.72	443.715	-36.6735	309.144	-409.077	685.422	1053.72	-359.19	263.079	309.144	-9.26766	-798.161	0.731116
297.95	1064.91	386.471	-158.73	309.103	-390.507	697.281	1064.91	-258.774	328.011	309.103	-2.09275	-799.182	0.731072
298	1068.51	323.236	-208.872	312.071	-366.007	717.297	1068.51	-191.39	333.885	312.071	-3.85344	-805.27	0.730095
298.05	1054.25	317.453	-246.323	317.541	-339.743	730.712	1054.25	-182.252	358.1	317.541	-3.95772	-805.822	0.729304
298.1	1037.45	287.141	-317.911	320.972	-316.989	741.188	1037.45	-139.193	405.145	320.972	0.386219	-806.128	0.729349
298.15	1021.79	278.527	-361.048	324.525	-290.144	752.062	1021.79	-130.343	436.971	324.525	0.810438	-806.09	0.728943
298.2	1012.36	344.538	-339.274	326.139	-255.191	758.924	1012.36	-215.687	432.773	326.139	-5.09667	-800.663	0.72935
298.25	1018.76	405.869	-344.068	323.295	-227.095	768.39	1018.76	-288.63	446.995	323.295	-5.52892	-801.227	0.729452
298.3	1028.92	446.953	-357.94	321.007	-200.966	780.682	1028.92	-340.923	460.065	321.007	-4.71677	-806.12	0.728957
298.35	1038.59	482.794	-364.426	315.509	-170.275	783.648	1038.59	-391	461.537	315.509	-5.93927	-801.912	0.728737
298.4	1051.78	494.812	-389.408	311.623	-142.525	790.027	1051.78	-414.773	473.752	311.623	-5.17209	-802.763	0.728663
298.45	1063.27	449.522	-396.743	309.041	-113.173	802.844	1063.27	-385.875	458.885	309.041	-6.85703	-810.753	0.728548
298.5	1074.22	416.151	-378.802	309.189	-83.4171	809.345	1074.22	-371.178	422.965	309.189	-7.61851	-813.597	0.72851
298.55	1078.42	435.425	-404.939	313.289	-64.2801	808.066	1078.42	-403.576	436.689	313.289	3.02553	-810.613	0.728285
298.6	1075.82	468.568	-373.506	314.242	-35.3691	808.694	1075.82	-453.555	391.6	314.242	3.61894	-809.459	0.728042
298.65	1065.41	491.687	-333.414	312.935	-1.57612	810.695	1065.41	-490.737	334.809	312.935	-0.727462	-810.697	0.727911
298.7	1055.66	456.326	-322.866	310.53	28.306	806.179	1055.66	-466.902	307.373	310.53	-1.23998	-806.675	0.72804
298.75	1047.61	324.475	-297.505	308.885	59.2815	801.131	1047.61	-344.478	274.094	308.885	-3.13309	-803.315	0.728006
298.8	1039.18	191.375	-290.953	308.22	86.9195	795.044	1039.18	-221.179	268.994	308.22	-2.03159	-799.779	0.727621
298.85	1028.96	130.797	-273.101	310.452	117.325	788.667	1028.96	-168.313	251.72	310.452	-3.95153	-797.337	0.727173
298.9	1018.46	142.886	-280.738	313.131	146.366	787.768	1018.46	-190.605	250.799	313.131	-3.71089	-801.242	0.726866
298.95	1015.34	192.448	-310.681	313.04	174.08	789.554	1015.34	-254.409	262.364	313.04	-1.28558	-808.516	0.726828
299	1018.15	290.105	-358.065	312.207	200.332	782.569	1018.15	-370.155	274.511	312.207	0.924203	-807.804	0.726697
299.05	1026.87	401.185	-416.803	315.827	226.095	772.014	1026.87	-503.074	285.641	315.827	2.56688	-804.437	0.72661
299.1	1036.96	473.753	-454.463	318.462	256.939	765.778	1036.96	-593.901	279.75	318.462	0.553406	-807.733	0.72614
299.15	1040.67	529.68	-509.185	317.738	286.19	757.954	1040.67	-675.301	289.479	317.738	-0.269563	-810.184	0.725638
299.2	1045.59	552.308	-544.892	316.943	315.792	745.595	1045.59	-720.033	288.97	316.943	-2.95397	-809.708	0.725868
299.25	1052.96	531.437	-575.107	316.843	343.872	730.78	1052.96	-723.788	298.838	316.843	-5.27559	-807.626	0.725875
299.3	1060.97	521.459	-616.51	315.16	370.308	714.894	1060.97	-743.993	313.811	315.16	-6.72663	-805.082	0.726063
299.35	1069.71	528.169	-652.961	312.297	398.885	701.209	1069.71	-778.428	315.23	312.297	-9.12666	-806.672	0.726195
299.4	1071.77	511.933	-712.078	311.763	422.781	693.077	1071.77	-805.952	345.791	311.763	-4.5125	-811.837	0.725676
299.45	1065.62	479.154	-786.155	313.455	440.442	679.114	1065.62	-831.02	396.275	313.455	2.51813	-809.431	0.72571
299.5	1059.11	490.434	-809.164	314.832	464.1	653.147	1059.11	-867.335	378.155	314.832	-2.42119	-801.239	0.725748
299.55	1051.04	468.881	-802.595	315.434	492.096	636.316	1051.04	-859.358	354.278	315.434	-5.82225	-804.377	0.725645
299.6	1041.73	421.447	-800.136	315.876	514.863	624.927	1041.73	-833.417	351.071	315.876	-1.46753	-809.701	0.725501
299.65	1033.77	412.577	-801.653	316.757	532.892	604.487	1033.77	-839.957	327.626	316.757	0.852156	-805.84	0.725341
299.7	1024.29	424.277	-794.836	314.316	554.434	578.82	1024.29	-855.067	283.964	314.316	-3.236	-801.51	0.724791
299.75	1015.53	404.155	-811.175	312.361	579.089	561.323	1015.53	-862.394	278.609	312.361	-3.94628	-806.481	0.724731
299.8	1014.33	378.761	-822.659	312.753	603.365	542.387	1014.33	-863.32	273.691	312.753	-5.06991	-811.299	0.724687
299.85	1014.73	363.321	-863.2	315.019	619.551	517.965	1014.73	-893.64	280.221	315.019	-4.78569	-807.533	0.724163
299.9	1016.88	334.821	-922.685	317.261	633.34	496.545	1016.88	-932.359	306.855	317.261	-0.914281	-804.783	0.724173
299.95	1025.5	313.579	-931.873	319.038	653.513	473.192	1025.5	-937.769	295.48	319.038	-2.53425	-806.835	0.724059
300	1031.3	267.052	-909.338	320.955	671.029	449.426	1031.3	-903.139	287.319	320.955	-2.84069	-807.623	0.723511
300.05	1037.99	189.211	-879.055	317.363	682.467	427.568	1037.99	-846.062	304.496	317.363	1.77622	-805.34	0.723816
300.1	1047.83	100.274	-808.747	313.256	697.324	404.327	1047.83	-751.266	315.794	313.256	3.36244	-806.058	0.723692
300.15	1051.76	60.3561	-814.419	314.713	708.708	372.675	1051.76	-748.599	326.374	314.713	-0.796031	-800.721	0.723361
300.2	1053.04	57.471	-837.403	313.272	724.888	338.369	1053.04	-779.367	311.664	313.272	-9.76738	-799.913	0.723586
300.25	1052.34	33.231	-814.292	307.988	746.281	312.915	1052.34	-759.234	296.209	307.988	-12.7318	-809.128	0.723095
300.3	1040.78	-20.4646	-794.854	304.879	753.855	291.52	1040.78	-731.617	311.366	304.879	-6.16881	-808.234	0.722673
300.35	1030.49	-45.2658	-792.37	307.329	752.388	264.925	1030.49	-731.766	307.275	307.329	-1.53972	-797.665	0.72302
300.4	1029	-41.6863	-746.371	305.392	764.459	234.073	1029	-699.583	263.421	305.392	-5.75417	-799.472	0.72323
300.45	1031.75	-39.712	-717.688	297.872	779.83	205.998	1031.75	-681.515	228.453	297.872	-7.99008	-806.54	0.723249
300.5	1038.03	-86.4114	-728.027	296.913	784.407	186.755	1038.03	-688.653	251.489	296.913	1.39573	-806.332	0.723245
300.55	1043.85	-119.764	-756.725	297.825	784.637	161.558	1043.85	-718.953	264.73	297.825	5.7828	-801.076	0.722858
300.6	1040.47	-118.933	-801.709	298.808	791.169	126.996	1040.47	-772.59	244.924	298.808	-0.448313	-801.296	0.722357
300.65	1034.66	-150.631	-852.143	304.286	802.315	94.5762	1034.66	-827.07	254.542	304.286	-5.06214	-807.854	0.722226
300.7	1025.79	-183.537	-870.794	306.1	808.866	63.0375	1025.79	-851.423	258.934	306.1	-7.89151	-811.28	0.721759
300.75	1009.93	-238.784	-811.06	303.013	809.587	36.4268	1009.93	-797.711	280.166	303.013	-5.24421	-810.389	0.720935
300.8	992.713	-286.579	-702.915	301.582	804.681	9.04829	992.713	-698.421	297.364	301.582	-3.33816	-804.725	0.720952
300.85	984.207	-290.721	-562.232	304.133	801.675	-23.0868	984.207	-568.114	279.05	304.133	-6.52899	-801.98	0.720644
300.9	981.758	-303.694	-479.589	305.075	801.176	-51.6219	981.758	-496.022	276.039	305.075	-6.15626	-802.814	0.72062
300.95	994.568	-354.645	-475.818	303.546	799.587	-73.1189	994.568	-506.608	309.069	303.546	1.22352	-802.922	0.721
301	1018.01	-408.642	-526.792	302.577	794.948	-97.9221	1018.01	-574.905	337.613	302.577	4.96799	-800.941	0.720824
301.05	1037.13	-439.287	-592.871	304.175	787.112	-131.698	1037.13	-656.902	336.077	304.175	-0.791609	-798.053	0.720251
301.1	1050.62	-451.381	-622.366	309.644	783.897	-166.349	1050.62	-699.89	318.178	309.644	-6.65586	-801.325	0.720129
301.15	1056.26	-507.451	-610.461	314.601	784.853	-190.14	1056.26	-712.468	350.084	314.601	-0.715797	-807.556	0.719674
301.2	1049.9	-572.746	-572.151	314.888	779.994	-212.921	1049.9	-705.294	397.435	314.888	5.07913	-808.517	0.719327
301.25	1039.35	-585.273	-542.987	307.615	766.388	-247.573	1039.35	-695.151	392.612	307.615	-2.99719	-805.379	0.719433
301.3	1026.4	-593.301	-476.636	301.539	756.666	-283.236	1026.4	-649.083	397.339	301.539	-10.8873	-807.866	0.718995
301.35	1006.47	-582.66	-425.699	300.048	748.06	-314.425	1006.47	-611.694	382.809	300.048	-14.0119	-811.332	0.718441
301.4	990.518	-561.405	-409.542	301.732	735.328	-335.496	990.518	-601.674	347.691	301.732	-9.28169	-808.195	0.718658
301.45	986.089	-535.602	-424.462	304.451	720.214	-351.762	986.089	-615.913	296.122	304.451	-1.47947	-801.525	0.718625
301.5	992.292	-487.993	-520.298	304.993	703.111	-375.651	992.292	-688.445	186.792	304.993	-1.80334	-797.167	0.718852
301.55	1010.87	-429.263	-599.112	304.113	693.654	-404.634	1010.87	-733.533	71.6292	304.113	-2.97566	-803.042	0.718951
301.6	1032.02	-369.813	-604.664	304.671	685.962	-429.291	1032.02	-708.742	-8.085	304.671	0.908313	-809.218	0.718501
