Time [s]	Rotating hub Mx  [kNm]	Rotating hub My  [kNm]	Rotating hub Mz  [kNm]	Rotating hub Fx  [kN]	Rotating hub Fy  [kN]	Rotating hub Fz  [kN]	Stationary hub Mx  [kNm]	Stationary hub My  [kNm]	Stationary hub Mz  [kNm]	Stationary hub Fx  [kN]	Stationary hub Fy  [kN]	Stationary hub Fz  [kN]	Rotor speed  [rad/s]	
339.3	736.297	-722.512	-870.481	270.673	695.039	-421.106	736.297	-1119	166.108	270.673	0.555219	-812.656	0.619232
339.35	750.722	-739.404	-840.196	270.651	682.647	-442.676	750.722	-1107.42	162.054	270.651	0.873469	-813.615	0.619292
339.4	769.74	-756.437	-791.485	270.333	667.32	-463.941	769.74	-1081.63	169.474	270.333	-0.145438	-812.747	0.619299
339.45	785.569	-758.313	-734.865	270.143	649.289	-486.227	785.569	-1042	171.156	270.143	-3.62881	-811.16	0.619095
339.5	797.021	-783.01	-699.825	268.802	631.062	-505.247	797.021	-1034.64	179.93	268.802	-4.7445	-808.388	0.619246
339.55	804.052	-812.305	-681.534	265.544	613.988	-523.039	804.052	-1044.61	182	265.544	-4.32381	-806.556	0.61925
339.6	803.846	-828.872	-662.022	260.926	599.29	-542.196	803.846	-1046.28	174.934	260.926	-3.42694	-808.154	0.619347
339.65	800.152	-850.374	-627.627	260.796	585.201	-559.995	800.152	-1041.16	181.751	260.796	-0.999594	-809.971	0.619638
339.7	793.092	-856.312	-614.816	260.602	563.914	-578.843	793.092	-1041.54	162.706	260.602	-4.30128	-808.109	0.619605
339.75	782.667	-848.617	-573.541	258.864	544.108	-596.164	782.667	-1012.39	155.431	258.864	-5.56713	-807.114	0.619789
339.8	777.412	-838.694	-500.021	257.771	527.925	-610.178	777.412	-960.998	172.945	257.771	-1.952	-806.857	0.62028
339.85	775.618	-822.15	-460.206	256.159	507.903	-625.352	775.618	-927.905	163.441	256.159	-2.03659	-805.621	0.620206
339.9	772.737	-816.193	-481.392	255.225	483.096	-642.032	772.737	-940.68	114.151	255.225	-6.89338	-803.455	0.620228
339.95	770.562	-808.204	-511.711	254.858	461.557	-656.722	770.562	-954.958	55.6424	254.858	-8.04294	-802.654	0.620089
340	764.6	-791.531	-505.708	257.19	445.886	-666.251	764.6	-939.037	21.7058	257.19	-1.48763	-801.688	0.619701
340.05	757.145	-756.48	-523.398	257.303	426.119	-677.635	757.145	-918.981	-41.0148	257.303	0.553656	-800.479	0.619709
340.1	754.958	-721.102	-523.677	258.392	407.587	-693.002	754.958	-886.879	-87.5863	258.392	1.60109	-803.975	0.619865
340.15	754.218	-735.932	-531.783	259.994	385.633	-705.785	754.218	-900.641	-115.048	259.994	1.11447	-804.266	0.619622
340.2	755.44	-795.557	-526.675	262.157	362.618	-714.08	755.44	-947.563	-111.453	262.157	1.74638	-800.874	0.619755
340.25	761.483	-865.735	-500.05	263.364	341.769	-725.358	761.483	-995.985	-86.9519	263.364	2.899	-801.836	0.619913
340.3	771.407	-922.165	-454.689	261.543	321.127	-739.685	771.407	-1026.76	-53.8316	261.543	3.13047	-806.379	0.620061
340.35	783.824	-940.624	-421.119	257.059	294.57	-751.376	783.824	-1029.49	-47.6444	257.059	-0.862063	-807.054	0.620367
340.4	796.103	-940.468	-379.042	254.59	268.572	-757.521	796.103	-1013.19	-39.9887	254.59	-2.37836	-803.719	0.620371
340.45	802.491	-935.072	-319.263	253.527	248.153	-764.749	802.491	-987.941	-16.1709	253.527	0.897141	-804.003	0.620496
340.5	805.817	-947.002	-267.509	254.65	228.129	-775.465	805.817	-984.04	6.21547	254.65	3.62881	-808.317	0.620745
340.55	806.899	-967.264	-213.218	255.737	205.332	-784.209	806.899	-989.926	33.2874	255.737	4.46405	-810.633	0.621083
340.6	805.959	-987.455	-156.925	256.795	178.796	-787.678	805.959	-997.93	61.8675	256.795	2.98241	-807.71	0.621349
340.65	802.23	-1050.01	-115.771	258.764	150.299	-787.632	802.23	-1053.11	82.9793	258.764	0.088984	-801.844	0.6214
340.7	792.283	-1109.34	-55.745	259.781	127.424	-792.909	792.283	-1104.37	118.81	259.781	1.57717	-803.081	0.621349
340.75	780.279	-1147.63	23.7645	259.376	107.82	-799.259	780.279	-1135.49	168.146	259.376	6.27566	-806.474	0.621394
340.8	767.566	-1154.91	108.534	256.811	83.9336	-802.1	767.566	-1139.36	217.871	256.811	7.27608	-806.447	0.62128
340.85	753.558	-1134.43	173.032	255.707	51.9788	-804.326	753.558	-1120.99	245.437	255.707	0.282535	-806.003	0.621024
340.9	739.862	-1118.01	235.134	257.769	21.1667	-808.044	739.862	-1109.6	272.051	257.769	-5.61965	-808.302	0.620675
340.95	728.08	-1098.26	318.334	259.307	-1.58767	-813.018	728.08	-1097.58	320.656	259.307	-3.30766	-813.012	0.620434
341	722.345	-1053.12	363.237	260.96	-25.3399	-815.203	722.345	-1063.18	332.653	260.96	-1.77248	-815.595	0.620313
341.05	728.671	-1022.45	388.303	259.911	-50.3677	-810.818	728.671	-1043.87	326.371	259.911	-1.71747	-812.38	0.620674
341.1	744.802	-971.758	422.903	259.629	-73.4894	-806.253	744.802	-1006.15	332.888	259.629	0.048414	-809.596	0.620587
341.15	765.407	-904.834	461.151	260.171	-97.6932	-801.377	765.407	-954.226	347.616	260.171	0.551149	-807.31	0.620681
341.2	786.467	-812.311	529.971	263.517	-119.868	-797.058	786.467	-883.602	399.958	263.517	3.0276	-806.015	0.620759
341.25	804.64	-675.95	571.624	264.148	-147.555	-793.629	804.64	-769.155	438.25	264.148	0.193406	-807.229	0.620664
341.3	812.453	-517.983	569.521	262.251	-178.954	-787.756	812.453	-627.606	445.838	262.251	-6.68989	-807.799	0.620678
341.35	813.105	-353.162	561.435	260.159	-202.68	-778.704	813.105	-479.315	458.465	260.159	-6.83602	-804.62	0.620546
341.4	799.061	-220.302	568.252	259.34	-219.322	-772.947	799.061	-367.377	486.289	259.34	0.537094	-803.46	0.620273
341.45	779.267	-155.481	572.782	259.989	-240.849	-770.356	779.267	-321.887	498.641	259.989	4.15225	-807.118	0.620285
341.5	760.842	-167.483	602.459	260.292	-266.917	-761.596	760.842	-358.389	512.41	260.292	1.68564	-807.013	0.620513
341.55	746.474	-183.577	632.694	260.298	-294.188	-747.972	746.474	-400.054	523.411	260.298	-3.63584	-803.738	0.620398
341.6	741.158	-177.804	645.919	256.86	-318.574	-732.682	741.158	-415.951	525.176	256.86	-7.11772	-798.912	0.620803
341.65	743.333	-174.743	666.099	255.334	-336.108	-721.665	743.333	-437.72	531.624	255.334	-2.86281	-796.091	0.620336
341.7	744.755	-206.877	655.014	255.903	-356.124	-712.55	744.755	-477.784	493.521	255.903	-0.159313	-796.588	0.62002
341.75	750.471	-280.349	621.407	255.821	-379.793	-702.456	750.471	-541.589	414.034	255.821	-1.09122	-798.552	0.620021
341.8	757.147	-325.582	596.839	255.481	-400.038	-694.142	757.147	-580.974	353.114	255.481	1.97034	-801.161	0.619616
341.85	759.34	-358.24	592.582	254.352	-417.944	-683.714	759.34	-617.117	314.095	254.352	6.06631	-801.315	0.619433
341.9	764.545	-363.127	557.149	253.824	-442.864	-672.8	764.545	-610.986	262.627	253.824	4.08888	-805.464	0.619573
341.95	764.364	-344.319	518.042	253.944	-467.984	-659.263	764.364	-580.83	222.618	253.944	0.702344	-808.478	0.618853
342	760.705	-319.746	502.34	255.415	-486.006	-641.61	760.705	-558.374	206.886	255.415	0.689813	-804.901	0.619189
342.05	765.919	-306.948	507.448	257.247	-500.401	-622.835	765.919	-557.774	201.516	257.247	2.61459	-798.948	0.619502
342.1	771.495	-266.597	518.945	256.876	-519.028	-608.948	771.495	-540.678	219.193	256.876	4.17828	-800.119	0.619393
342.15	779.228	-222.212	518.978	256.528	-539.572	-590.722	779.228	-514.514	232.36	256.528	1.50016	-800.055	0.619855
342.2	789.801	-167.416	500.126	259.47	-559.973	-569.765	789.801	-469.081	241.074	259.47	-2.9445	-798.87	0.619699
342.25	788.607	-118.925	455.137	260.807	-580.928	-550.554	788.607	-410.279	230.141	260.807	-6.58113	-800.34	0.619145
342.3	785.141	-110.67	444.665	261.109	-597.371	-535.976	785.141	-403.904	216.416	261.109	-3.63691	-802.564	0.619691
342.35	782.302	-134.247	476.686	262.186	-611.686	-525.421	782.302	-450.081	206.588	262.186	3.91019	-806.357	0.619408
342.4	771.703	-215.439	544.697	264.58	-629.005	-508.008	771.703	-560.071	171.551	264.58	4.45744	-808.517	0.619233
342.45	762.931	-313.89	650.384	267.097	-648.783	-486.448	762.931	-708.725	138.693	267.097	0.375688	-810.895	0.619384
342.5	752.557	-381.216	785.065	270.134	-665.47	-464.73	752.557	-861.594	138.952	270.134	-1.88972	-811.677	0.618744
342.55	738.115	-444.824	908.526	271.399	-681.346	-440.193	738.115	-1003.59	126.835	271.399	-6.01341	-811.151	0.618583
342.6	732.004	-466.453	967.81	271.752	-697.937	-419.852	732.004	-1068.88	108.288	271.752	-6.93553	-814.459	0.618685
342.65	730.388	-469.231	992.713	274.038	-710.305	-400.571	730.388	-1094.72	85.1306	274.038	-4.62672	-815.456	0.618314
342.7	733.072	-501.808	992.307	273.17	-720.077	-376.045	733.072	-1111.75	22.2919	273.17	-5.66341	-812.335	0.618313
342.75	742.814	-501.165	990.121	272.686	-729.728	-357.905	742.814	-1109.66	-12.4721	272.686	-1.08853	-812.772	0.618212
342.8	753.647	-486.623	981.738	272.389	-740.443	-339.601	753.647	-1095.1	-36.9836	272.389	2.93059	-814.602	0.61807
342.85	768.051	-499.708	979.061	273.851	-749.245	-312.275	768.051	-1096	-83.9166	273.851	-0.502281	-811.716	0.618435
342.9	787.09	-497	979.819	275.489	-756.679	-285.218	787.09	-1092.63	-114.971	275.489	-3.32888	-808.642	0.618677
342.95	801.677	-469.124	960.038	273.818	-762.713	-261.287	801.677	-1060.73	-128.847	273.818	-2.90605	-806.222	0.618707
343	811.685	-431.246	931.084	271.507	-766.44	-237.211	811.685	-1017.31	-134.075	271.507	-2.05661	-802.306	0.618863
343.05	812.493	-394.948	885.83	266.053	-771.232	-211.517	812.493	-959.336	-142.662	266.053	-3.27345	-799.705	0.618758
343.1	805.514	-312.481	828.79	264.101	-780.411	-190.683	805.514	-879.401	-105.791	264.101	-0.953094	-803.369	0.619004
343.15	797.934	-247.081	772.088	264.252	-787.119	-164.107	797.934	-806.622	-80.8113	264.252	-3.47317	-804.036	0.619447
343.2	787.72	-173.178	732.872	265.953	-788.884	-137.312	787.72	-751.992	-40.0041	265.953	-5.25628	-800.728	0.619325
343.25	775.679	-116.332	742.486	266.734	-792.638	-113.058	775.679	-751.523	-5.62878	266.734	-5.00141	-800.645	0.619578
343.3	767.356	-70.8213	767.601	266.451	-800.876	-91.2774	767.356	-770.621	19.2238	266.451	-2.78991	-806.056	0.619621
343.35	760.438	-18.5178	786.528	266.497	-803.652	-69.725	760.438	-785.213	49.0793	266.497	0.468563	-806.671	0.61967
343.4	760.089	55.0956	773.22	268	-797.799	-46.8749	760.089	-769.025	97.4949	268	2.97109	-799.169	0.620063
343.45	766.777	121.284	746.029	270.356	-795.26	-18.1632	766.777	-742.909	139.125	270.356	-0.896904	-795.467	0.620141
343.5	772.029	171.589	732.102	268.917	-798.231	13.3127	772.029	-733.291	166.433	268.917	-7.69572	-798.305	0.619869
343.55	775.597	247.345	737.559	265.835	-800.305	37.0966	775.597	-746.43	219.123	265.835	-6.64052	-801.136	0.619969
343.6	777.949	283.801	764.242	263.647	-797.096	61.3982	777.949	-781.996	230.414	263.647	-6.27447	-799.433	0.619862
343.65	777.499	316.007	793.034	262.922	-794.792	83.6869	777.499	-820.625	235.241	262.922	-3.90575	-799.176	0.62003
343.7	780.292	349.826	826.594	261.36	-797.696	105.061	780.292	-865.215	238.828	261.36	0.063508	-804.585	0.620442
343.75	786.48	401.565	860.453	260.938	-799.59	126.736	786.48	-913.972	257.467	260.938	3.94039	-809.562	0.620712
343.8	791.502	456.83	901.678	260.643	-796.163	152.925	791.502	-972.585	275.306	260.643	2.70225	-810.712	0.620802
343.85	795.606	519.314	925.776	261.511	-790.969	180.238	795.606	-1018.05	300.546	261.511	0.083906	-811.244	0.621064
343.9	797.179	592.143	921.121	261.662	-783.85	203.777	797.179	-1040.77	340.435	261.662	0.699672	-809.905	0.621176
343.95	795.753	654.4	889.805	262.72	-776.297	226.519	795.753	-1038.38	376.514	262.72	1.90219	-808.668	0.621246
344	791.302	707.745	867.633	264.047	-767.509	250.816	791.302	-1045.15	401.681	264.047	1.19313	-807.451	0.62145
344.05	787.184	760.174	867.613	262.436	-758.785	276.569	787.184	-1075.01	418.297	262.436	-0.901844	-807.616	0.621504
344.1	778.142	811.597	858.105	261.946	-750.661	301.369	778.142	-1097.7	435.988	261.946	-1.85869	-808.895	0.621281
344.15	767.628	855.114	830.477	262.823	-740.893	323.312	767.628	-1102.75	452.611	262.823	-0.751719	-808.364	0.621409
344.2	762.705	898.182	776.949	266.29	-734.331	343.746	762.705	-1086.3	479.94	266.29	3.08881	-810.798	0.62174
344.25	763.947	950.205	762.235	269.284	-725.227	366.214	763.947	-1111.28	498.957	269.284	4.14247	-812.434	0.621932
344.3	770.434	1023.77	764.648	270.348	-713.419	388.822	770.434	-1163.88	527.415	270.348	3.90456	-812.486	0.622085
344.35	777.786	1121.71	770.699	271.877	-698.719	410.167	777.786	-1234.85	572.143	271.877	3.31172	-810.206	0.621926
344.4	779.703	1190.72	755.433	273.251	-684.232	435.977	779.703	-1276.16	599.916	273.251	-1.06006	-811.325	0.621606
344.45	777.335	1221.61	702.929	271.16	-669.72	462.121	777.335	-1268.13	615.038	271.16	-5.62834	-813.664	0.621487
344.5	771.795	1231.53	634.175	269.557	-652.646	481.16	771.795	-1236.83	623.777	269.557	-5.78497	-810.819	0.621413
344.55	764.669	1195.74	548.036	268.006	-635.171	498.152	764.669	-1165.6	609.527	268.006	-4.73181	-807.202	0.621236
344.6	757.341	1150.62	486.854	265.808	-619.737	516.533	757.341	-1108.06	577.197	265.808	-3.66041	-806.763	0.621352
344.65	754.94	1098.65	417.336	265.311	-609.065	536.183	754.94	-1038.93	549.38	265.311	-0.400469	-811.451	0.621457
344.7	758.768	1024.42	364.196	266.305	-591.816	555.203	758.768	-965.98	498.962	266.305	-0.859594	-811.478	0.62167
344.75	769.947	931.592	312.22	267.092	-569.923	568.988	769.947	-878.686	439.609	267.092	-0.848	-805.332	0.622123
344.8	789.757	844.536	223.643	266.529	-554.195	581.136	789.757	-767.833	416.763	266.529	4.43394	-803.014	0.622512
344.85	806.418	815.297	190.296	266.645	-537.206	595.186	806.418	-736.429	398.238	266.645	7.38525	-801.737	0.622361
344.9	814.817	807.94	161.209	267.748	-519.189	614.664	814.817	-724.205	392.79	267.748	6.01672	-804.571	0.622238
344.95	810.523	807.561	130.555	267.09	-496.259	633.531	810.523	-716.907	394.011	267.09	1.3485	-804.756	0.621719
345	791.319	788.113	71.7437	265.423	-472.211	648.293	791.319	-678.377	407.522	265.423	-1.77384	-802.037	0.621313
345.05	766.911	766.498	37.9134	263.268	-449.068	662.774	766.911	-653.756	401.945	263.268	-4.13494	-800.571	0.621342
345.1	744.002	782.727	14.5047	262.2	-433.012	675.095	744.002	-666.968	409.909	262.2	0.567531	-802.03	0.62128
345.15	728.708	826.946	29.7903	259.561	-415.405	687.396	728.708	-725.18	398.549	259.561	4.05859	-803.155	0.621548
345.2	727.401	854.15	54.2978	257.502	-393.446	700.272	727.401	-772.901	367.62	257.502	3.56825	-803.223	0.621784
345.25	737.816	888.263	56.5301	257.402	-371.999	710.366	737.816	-815.294	357.075	257.402	4.84697	-801.86	0.621905
345.3	760.186	891.723	24.3701	257.871	-352.654	722.793	760.186	-815.276	362.061	257.871	6.97159	-804.206	0.622262
345.35	787.785	890.23	-17.2221	258.8	-330.155	733.412	787.785	-808.042	373.998	258.8	7.11706	-804.266	0.622257
345.4	809.814	899.98	-40.2214	259.854	-303.045	743.394	809.814	-819.732	373.661	259.854	3.25288	-802.783	0.622037
345.45	819.092	909.72	-79.8843	261.187	-279.64	755.119	819.092	-826.421	388.587	261.187	2.19425	-805.232	0.621633
345.5	811.407	906.003	-125.907	261.832	-257.681	766.014	811.407	-820.051	405.229	261.832	2.93239	-808.188	0.621113
345.55	790.871	865.317	-162.465	258.362	-231.976	772.14	790.871	-782.8	402.98	258.362	1.63963	-806.232	0.620985
345.6	766.729	803.844	-198.924	256.261	-206.847	776.671	766.729	-726.178	397.997	256.261	1.21831	-803.742	0.62109
345.65	748.481	734.817	-217.235	254.284	-181.545	784.642	748.481	-666.811	377.505	254.284	-0.265563	-805.37	0.621511
345.7	739.051	719.831	-224.179	253.624	-157.926	789.545	739.051	-662.165	360.486	253.624	0.635938	-805.184	0.621521
345.75	736.818	762.134	-232.243	257.936	-136.736	792.982	736.818	-713.44	354.665	257.936	4.18498	-804.674	0.621505
345.8	744.12	857.806	-228.522	262.11	-112.949	797.939	744.12	-819.424	341.465	262.11	4.94949	-805.878	0.621605
345.85	758.45	975.945	-232.31	267.175	-86.8612	805.029	758.45	-946.757	331.797	267.175	3.30968	-809.694	0.62155
345.9	774.434	1094.98	-241.047	268.325	-58.917	808.285	774.434	-1074.7	319.536	268.325	0.359133	-810.43	0.621464
345.95	786.408	1178.74	-260.413	270.892	-32.9371	810.156	786.408	-1166.99	308.807	270.892	-0.504586	-810.825	0.621014
346	785.732	1245.34	-269.298	273.152	-7.4573	810.77	785.732	-1242.53	282.013	273.152	-0.830454	-810.804	0.620318
346.05	773.135	1320.24	-242.74	272.47	20.5738	810.461	773.135	-1324.99	215.251	272.47	-3.72673	-810.714	0.619973
346.1	758.443	1373.57	-192.96	271.457	47.4899	812.018	758.443	-1381.72	121.605	271.457	-5.39577	-813.387	0.620027
346.15	748.473	1382.57	-165.874	271.158	68.156	811.149	748.473	-1391.55	50.9708	271.158	-0.842313	-814.007	0.620346
346.2	748.401	1366.92	-139.402	272.176	89.7372	805.345	748.401	-1373.91	-16.7455	272.176	2.30916	-810.326	0.62077
346.25	760.196	1335.05	-124.547	273.413	114.464	799.522	760.196	-1339.04	-69.4882	273.413	2.15618	-807.671	0.621147
346.3	775.491	1296.16	-111.832	272.734	143.74	796.433	775.491	-1295.72	-116.742	272.734	-2.13283	-809.298	0.620979
346.35	790.537	1256.82	-119.381	272.164	169.08	790.607	790.537	-1254.53	-141.444	272.164	-3.00127	-808.479	0.621136
346.4	803.019	1208.29	-138.906	268.958	189.216	781.434	803.019	-1206.98	-149.914	268.958	0.372547	-804.016	0.621055
346.45	806.029	1133.55	-168.366	267.267	207.286	774.078	806.029	-1137.52	-139.035	267.267	5.95345	-801.329	0.620711
346.5	799.428	1047.57	-178.256	269.304	231.753	767.135	799.428	-1053.44	-139.398	269.304	5.38908	-801.359	0.620724
346.55	787.642	964.337	-178.953	267.854	259.968	757.25	787.642	-970.128	-144.299	267.854	0.355797	-800.632	0.620525
346.6	770.399	890.847	-205.008	264.056	284.611	746.984	770.399	-905.693	-123.92	264.056	-1.49116	-799.366	0.620577
346.65	760.02	873.033	-225.154	261.365	309.78	735.398	760.02	-892.675	-126.537	261.365	-4.36653	-797.969	0.621134
346.7	760.626	860.388	-271.248	262.912	330.825	728.327	760.626	-895.765	-106.992	262.912	-1.66681	-799.939	0.621596
346.75	770.394	807.161	-311.521	263.791	351.463	721.603	770.394	-861.916	-75.2049	263.791	1.70516	-802.642	0.621915
346.8	786.755	770.898	-357.373	265.377	373.092	707.886	786.755	-848.54	-44.4879	265.377	1.13413	-800.186	0.622233
346.85	802.565	772.649	-431.365	267.902	395.428	692.946	802.565	-884.877	-7.42594	267.902	-0.778969	-797.833	0.622084
346.9	810.445	797.432	-532.521	268.176	417.645	682.409	810.445	-958.122	38.4421	268.176	-0.420531	-800.069	0.622009
346.95	810.616	818.266	-623.602	267.709	438.594	672.065	810.616	-1026.18	73.4144	267.709	1.26456	-802.517	0.621907
347	800.629	836.074	-673.139	269.556	459.133	655.854	800.629	-1070.97	71.8448	269.556	0.087281	-800.591	0.62164
347.05	782.85	806.409	-708.708	270.03	478.121	643.258	782.85	-1070.22	84.7797	270.03	2.21569	-801.484	0.621614
347.1	766.976	774.434	-749.009	265.996	497.451	629.806	766.976	-1072.46	102.915	265.996	3.62934	-802.558	0.622024
347.15	758.481	765.336	-804.074	262.005	520.519	613.2	758.481	-1103.86	117.367	262.005	0.25775	-804.335	0.622322
347.2	760.697	761.601	-891.619	262.849	544.441	597.711	760.697	-1162.93	150.385	262.849	-2.83881	-808.497	0.622962
347.25	776.53	726.867	-978.211	264.345	566.289	583.937	776.53	-1202.09	200.545	264.345	-2.93803	-813.424	0.62354
347.3	799.182	685.36	-1042.31	262.151	583.544	564.912	799.182	-1224.64	237.438	262.151	-3.24091	-812.181	0.623788
347.35	818.801	647.911	-1109.08	261.059	595.651	544.097	818.801	-1255.36	271.858	261.059	-1.43703	-806.746	0.623816
347.4	830.969	606.545	-1140.23	260.447	614.021	528.755	830.969	-1259.85	284.251	260.447	0.111688	-810.311	0.623767
347.45	828.179	573.015	-1198.17	262.254	629.435	514.45	828.179	-1292.09	307.331	262.254	4.5565	-812.912	0.623401
347.5	812.683	547.969	-1253.97	263.973	641.568	493.274	812.683	-1330.39	320.581	263.973	5.6825	-809.257	0.62331
347.55	788.323	478.923	-1283.87	266.359	655.696	472.921	788.323	-1324.15	352.584	266.359	6.12025	-808.427	0.62319
347.6	761.474	404.289	-1313.72	269.581	671.837	450.412	761.474	-1318.08	389.849	269.581	3.62231	-808.841	0.623147
347.65	737.661	360.3	-1372.8	270.883	688.472	424.473	737.661	-1356.61	417.114	270.883	-1.99444	-808.806	0.623149
347.7	724.313	316.545	-1480.51	272.669	702.907	402.94	724.313	-1440.33	466.407	272.669	-2.66053	-810.204	0.623358
347.75	726.098	282.771	-1575.42	276.133	717.361	380.399	726.098	-1521.82	495.932	276.133	-4.10222	-811.969	0.6236
347.8	741.12	239.54	-1643.69	276.055	728.412	357.538	741.12	-1578.43	517.354	276.055	-4.17544	-811.418	0.623709
347.85	765.118	176.828	-1641.24	272.805	739.527	336.319	765.118	-1565.42	523.855	272.805	-2.79172	-812.405	0.623834
347.9	790.609	130.733	-1605.34	269.168	747.756	312.919	790.609	-1530	503.309	269.168	-2.21588	-810.588	0.623578
347.95	807.901	123.879	-1594.92	269.131	752.21	287.782	807.901	-1532.75	458.023	269.131	-2.00678	-805.379	0.623433
348	817.995	111.713	-1600.04	269.981	757.52	267.112	817.995	-1547.1	423.203	269.981	1.83305	-803.232	0.623511
348.05	819.328	88.9467	-1575.57	272.659	767.691	246.882	819.328	-1529.35	389.125	272.659	4.51647	-806.399	0.623528
348.1	811.326	74.5521	-1487.77	272.92	777.134	219.711	811.326	-1452.32	331.333	272.92	0.935516	-807.595	0.623515
348.15	798.913	21.2517	-1376.75	268.524	779.604	194.269	798.913	-1341.36	310.893	268.524	0.825297	-803.444	0.623707
348.2	784.449	-44.8204	-1291.37	265.354	780.502	170.193	784.449	-1253.03	315.543	265.354	2.15278	-798.839	0.623844
348.25	773.825	-74.2586	-1245.29	264.728	786.864	141.721	773.825	-1211.64	296.972	264.728	-2.08008	-799.522	0.624177
348.3	769.362	-114.42	-1220.87	264.729	795.42	117.147	769.362	-1190.19	295.087	264.729	-2.70202	-803.996	0.624373
348.35	768.035	-140.406	-1177.2	263.86	798.965	93.8377	768.035	-1152.38	278.447	263.86	-1.17376	-804.456	0.62411
348.4	765.563	-135.148	-1090.14	264.299	798.297	68.7525	765.563	-1074.23	229.545	264.299	-1.01103	-801.252	0.623911
348.45	765.191	-129.93	-1024.12	266.843	796.127	47.0664	765.191	-1015.24	187.026	266.843	2.44916	-797.513	0.623841
348.5	767.174	-127.858	-1007.35	265.875	795.988	26.4222	767.174	-1003.88	152.786	265.875	6.68541	-796.398	0.623895
348.55	773.153	-107.611	-1034.58	263.335	801.495	0.144399	773.153	-1035.25	100.977	263.335	5.28201	-801.478	0.623945
348.6	778.196	-109.745	-1057.45	261.699	804.476	-25.6583	778.196	-1060.83	69.9137	261.699	4.60298	-804.872	0.62372
348.65	779.591	-152.282	-1038.8	260.462	801.331	-47.7518	779.591	-1046.81	80.5256	260.462	7.43636	-802.719	0.623553
348.7	780.019	-183.115	-990.106	259.555	797.371	-74.4975	780.019	-1003.44	83.3898	259.555	5.45056	-800.825	0.623693
348.75	780.081	-206.791	-971.126	258.177	796.483	-104.243	780.081	-989.829	78.0199	258.177	0.808805	-803.276	0.623574
348.8	779.953	-258.397	-991.522	259.12	798.239	-129.278	779.953	-1020.25	94.7518	259.12	1.43176	-808.639	0.623871
348.85	783.51	-289.131	-1018.74	259.621	794.184	-154.386	783.51	-1055.33	87.8078	259.621	1.23528	-809.05	0.62392
348.9	784.614	-304.743	-1018.88	259.382	785.451	-178.231	784.614	-1061.17	70.0409	259.382	1.27508	-805.418	0.623787
348.95	784.204	-319.016	-973.053	259.444	778.592	-199.202	784.204	-1022.12	62.3218	259.444	4.36722	-803.659	0.623851
349	785.525	-308.298	-942.311	257.897	772.89	-224.591	785.525	-991.043	28.8334	257.897	3.47006	-804.853	0.623985
349.05	782.969	-320.436	-896.267	258.613	769.199	-247.479	782.969	-951.528	23.8529	258.613	5.67403	-808.01	0.623687
349.1	781.011	-361.699	-896.753	262.594	758.423	-267.988	781.011	-966.394	32.7672	262.594	7.91128	-804.339	0.624013
349.15	780.971	-428.753	-902.909	265.865	749.215	-290.019	780.971	-997.576	62.5715	265.865	9.12388	-803.338	0.623905
349.2	777.478	-497.718	-906.876	265.851	742.714	-318.167	777.478	-1030.29	93.0433	265.851	5.77288	-807.973	0.623592
349.25	772.322	-561.129	-909.029	265.758	733.296	-347.727	772.322	-1061.82	117.244	265.758	0.215438	-811.564	0.623726
349.3	770.995	-612.674	-920.865	267.762	717.084	-373.094	770.995	-1099.02	124.528	267.762	-4.44884	-808.324	0.623643
349.35	766.329	-642.397	-970.209	266.698	699.778	-396.854	766.329	-1159.94	92.3311	266.698	-8.42297	-804.432	0.623313
349.4	763.2	-663.371	-1014.07	264.223	690.902	-417.109	763.2	-1210.67	51.7413	264.223	-5.29647	-807.03	0.623426
349.45	764.322	-657.844	-1028.78	262.262	683.346	-436.038	764.322	-1221.12	1.41638	262.262	-0.163531	-810.611	0.623373
349.5	764.683	-610.382	-1025.13	259.714	667.999	-456.058	764.683	-1190.81	-73.7737	259.714	-0.096031	-808.834	0.623105
349.55	767.216	-545.79	-1001.84	258.141	650.701	-475.713	767.216	-1131.05	-149.303	258.141	-0.970031	-806.048	0.623313
349.6	774.369	-521.399	-998.082	262.448	636.833	-492.847	774.369	-1107.91	-201.42	262.448	2.11122	-805.264	0.623357
349.65	780.082	-515.849	-1006.66	266.682	624.744	-511.099	780.082	-1104.15	-245.587	266.682	5.43397	-807.154	0.623198
349.7	785.641	-500.713	-1016.88	267.99	609.972	-532.211	785.641	-1093.6	-297.983	267.99	4.97888	-809.499	0.623354
349.75	788.047	-487.22	-1017.63	267.118	589.333	-550.382	788.047	-1075.09	-342.254	267.118	2.82125	-806.366	0.622964
349.8	781.478	-480.095	-967.429	267.752	569.322	-565.546	781.478	-1023.39	-345.081	267.752	3.04953	-802.472	0.622641
349.85	773.95	-449.098	-912.814	267.41	547.669	-584.964	773.95	-952.173	-358.168	267.41	-1.04675	-801.326	0.622894
349.9	770.675	-424.588	-874.418	267.2	526.247	-605.284	770.675	-896.779	-375.06	267.2	-5.59647	-802.043	0.622959
349.95	768.246	-410.148	-847.479	265.711	508.071	-623.036	768.246	-856.363	-391.261	265.711	-5.93859	-803.912	0.622957
350	770.432	-409.624	-814.679	263.001	492.278	-633.205	770.432	-823.227	-392.162	263.001	0.393469	-802.051	0.623178
