Time [s]	Rotating hub Mx  [kNm]	Rotating hub My  [kNm]	Rotating hub Mz  [kNm]	Rotating hub Fx  [kN]	Rotating hub Fy  [kN]	Rotating hub Fz  [kN]	Stationary hub Mx  [kNm]	Stationary hub My  [kNm]	Stationary hub Mz  [kNm]	Stationary hub Fx  [kN]	Stationary hub Fy  [kN]	Stationary hub Fz  [kN]	Rotor speed  [rad/s]	
10.5	424.047	576.204	-1413.67	205.466	799.794	-28.123	424.047	-1388.48	-634.503	205.466	5.16704	-800.271	0.57145
10.55	428.162	512.765	-1458.6	204.879	795.988	-52.2819	428.162	-1419.06	-613.77	204.879	3.65627	-797.695	0.571149
10.6	431.945	420.949	-1495.88	206.439	796.988	-72.915	431.945	-1447.11	-566.338	206.439	5.99328	-800.294	0.571012
10.65	437.707	329.385	-1533.57	208.723	797.165	-94.9673	437.707	-1479.36	-521.374	208.723	6.98341	-802.772	0.570852
10.7	442.315	238.414	-1545.94	207.079	792.976	-118.736	442.315	-1490.22	-475.425	207.079	5.75569	-801.795	0.570809
10.75	451.272	146.578	-1520.83	205.689	788.84	-143.114	451.272	-1468.19	-422.886	205.689	3.91864	-801.707	0.571121
10.8	460.747	63.3078	-1533.3	206.417	781.581	-168.323	460.747	-1485.3	-385.875	206.417	0.631891	-799.5	0.570992
10.85	464.939	-31.5664	-1584.07	209.023	778.428	-192.318	464.939	-1545.67	-348.129	209.023	-0.602781	-801.833	0.570832
10.9	466.119	-131.388	-1636.23	207.88	775.057	-213.789	466.119	-1612	-309.81	207.88	0.69025	-804.002	0.570942
10.95	462.733	-229.033	-1633.85	206.303	768.895	-232.446	462.733	-1628.94	-261.657	206.303	3.98938	-803.252	0.570666
11	454.957	-310.206	-1594.62	206.37	759.601	-252.953	454.957	-1609.75	-218.554	206.37	4.49931	-800.599	0.570757
11.05	447.925	-384.351	-1544.21	205.36	750.456	-275.493	447.925	-1581.41	-177.342	205.36	3.02823	-799.42	0.570735
11.1	439.37	-466.363	-1502.48	205.222	745.297	-298.346	439.37	-1567.76	-130.711	205.222	2.71263	-802.789	0.570554
11.15	431.425	-529.256	-1485.22	204.989	736.992	-321.33	431.425	-1572.8	-110.835	204.989	1.22388	-803.996	0.570496
11.2	426.071	-579.76	-1437.53	204.989	729.963	-340.562	426.071	-1547.45	-89.6149	204.989	3.75953	-805.49	0.570371
11.25	423.379	-608.293	-1355.99	204.032	723.402	-359.294	423.379	-1484.47	-71.3473	204.032	7.05081	-807.684	0.570336
11.3	426.789	-621.351	-1294.37	204.493	712.074	-381.072	426.789	-1433.94	-72.7316	204.493	5.53725	-807.61	0.570451
11.35	432.986	-643.446	-1260.83	204.999	699.394	-404.251	432.986	-1413.39	-77.6277	204.999	2.15131	-807.816	0.570255
11.4	438.211	-680.405	-1235.27	202.721	687.934	-424.511	438.211	-1408.38	-73.0072	202.721	1.91981	-808.368	0.570072
11.45	440.202	-710.736	-1201.67	201.516	676.317	-440.969	440.202	-1394.4	-69.2744	201.516	4.81563	-807.363	0.569776
11.5	438.653	-720.069	-1160.33	202.093	660.926	-455.516	438.653	-1363.4	-77.5666	202.093	7.05747	-802.663	0.569633
11.55	435.963	-717.676	-1129.5	200.055	644.169	-471.619	435.963	-1334.49	-99.8506	200.055	6.98628	-798.33	0.569656
11.6	433.724	-744.386	-1122.87	197.914	631.157	-489.307	433.724	-1342.47	-112.748	197.914	7.77328	-798.574	0.569593
11.65	430.516	-802.589	-1150.39	198.619	618.652	-508.362	430.516	-1397.2	-124.008	198.619	7.87206	-800.687	0.569504
11.7	427.114	-878.197	-1195.41	199.995	605.103	-528.117	427.114	-1476.97	-137.093	199.995	6.89563	-803.125	0.569396
11.75	424.875	-948.068	-1219.92	201.386	591.672	-548.486	424.875	-1538.19	-144.968	201.386	5.71522	-806.771	0.569427
11.8	424.759	-1001.54	-1252.83	202.709	574.254	-568.904	424.759	-1594.49	-174.009	202.709	1.92	-808.342	0.569352
11.85	425.716	-1067.04	-1259.19	205.435	558.712	-584.736	425.716	-1640.77	-178.853	205.435	2.75531	-808.744	0.569361
11.9	428.658	-1147.57	-1269.31	206.692	542.19	-598.219	428.658	-1701.75	-179.273	206.692	4.47228	-807.351	0.569356
11.95	431.37	-1224.35	-1279.76	207.776	522.924	-613.118	431.37	-1761.31	-186.014	207.776	3.11794	-805.825	0.569248
12	433.058	-1273.13	-1271.2	210.536	502.134	-629.054	433.058	-1788.08	-198.93	210.536	-0.14125	-804.89	0.569244
12.05	434.979	-1304.95	-1234.08	212.59	481.83	-640.877	434.979	-1784.78	-200.948	212.59	-0.565938	-801.8	0.569336
12.1	436.724	-1325.77	-1184.58	212.471	463.231	-651.664	436.724	-1766.69	-199.251	212.471	0.845938	-799.53	0.569354
12.15	436.673	-1366.98	-1175.49	211.802	443.302	-665.936	436.673	-1789.53	-219.022	211.802	-0.89575	-799.991	0.569378
12.2	434.485	-1427.86	-1181.07	212.443	425.62	-683.259	434.485	-1837.13	-242.259	212.443	-2.30688	-804.978	0.569328
12.25	429.835	-1494.64	-1192.77	213.096	407.518	-698.131	429.835	-1892.98	-270.688	213.096	-2.53769	-808.363	0.569277
12.3	423.49	-1549.16	-1197.03	209.712	387.346	-707.851	423.49	-1934.33	-301.897	209.712	-1.89094	-806.899	0.569277
12.35	418.791	-1591.01	-1186.08	208.828	368.75	-718.011	418.791	-1957.18	-327.971	208.828	-0.105625	-807.165	0.569399
12.4	415.124	-1636.92	-1193.37	208.574	346.821	-728.54	415.124	-1991.6	-370.312	208.574	-1.45619	-806.878	0.569301
12.45	410.94	-1681.88	-1190.81	208.491	325.521	-737.648	410.94	-2020.32	-406.269	208.491	-1.65738	-806.279	0.569168
12.5	408.833	-1713.18	-1169.86	209.026	305.941	-745.253	408.833	-2028.95	-432.33	209.026	0.286	-805.607	0.569278
12.55	410.004	-1726.49	-1142.26	210.227	285.076	-752.307	410.004	-2018.54	-459.376	210.227	1.20147	-804.508	0.569256
12.6	413.631	-1729.43	-1139.92	210.15	260.599	-761.774	413.631	-2006.66	-513.473	210.15	-2.12775	-805.113	0.569344
12.65	419.225	-1748.43	-1132.96	209.627	239.212	-769.494	419.225	-2007.28	-558.056	209.627	-1.9272	-805.816	0.569309
12.7	422.122	-1779.22	-1104.66	212.914	222.45	-776.401	422.122	-2012.53	-579.343	212.914	2.99475	-807.634	0.569034
12.75	421.878	-1806.94	-1073.42	218.324	202.66	-781.055	421.878	-2014.47	-599.298	218.324	5.641	-806.899	0.569096
12.8	424.424	-1837.84	-1020.86	219.281	179.936	-782.889	424.424	-2015.38	-598.377	219.281	6.01978	-803.278	0.569351
12.85	428.214	-1869.26	-962.731	218.014	154.098	-786.457	428.214	-2017.41	-592.485	218.014	2.83647	-801.407	0.569445
12.9	432.6	-1905.84	-904.069	217.364	127.816	-790.466	432.6	-2026.39	-585.908	217.364	-0.929461	-800.733	0.569594
12.95	435.699	-1947.52	-853.131	218.073	104.142	-793.337	435.699	-2043.44	-587.362	218.073	-1.97289	-800.14	0.569625
13	436.63	-1989.41	-794.303	217.79	84.4632	-794.685	436.63	-2061.41	-582.442	217.79	1.10361	-799.16	0.569711
13.05	438.036	-2007.75	-752.87	217.194	63.1196	-798.87	438.036	-2059.13	-598.227	217.194	2.27116	-801.357	0.570077
13.1	442.204	-2033.69	-710.298	216.618	40.1227	-802.249	442.204	-2065.12	-612.93	216.618	1.98389	-803.249	0.570417
13.15	448.312	-2043.79	-670.284	214.563	14.757	-804.472	448.312	-2056.14	-631.391	214.563	-0.507143	-804.607	0.570712
13.2	452.664	-2029.66	-627.335	215.003	-8.7239	-805.572	452.664	-2023.56	-646.722	215.003	-1.01775	-805.618	0.570814
13.25	455.571	-2025.56	-607.006	215.45	-32.5913	-799.739	455.571	-2000.96	-683.75	215.45	-2.09345	-800.4	0.571066
13.3	453.331	-1976	-607.447	214.48	-54.5506	-796.488	453.331	-1931.15	-737.727	214.48	-1.37231	-798.352	0.570953
13.35	447.035	-1919.12	-623.304	212.533	-75.6453	-793.491	447.035	-1851.17	-802.929	212.533	0.133945	-797.088	0.57107
13.4	439.94	-1877.43	-668.112	210.37	-99.3032	-787.741	439.94	-1780.59	-894.778	210.37	-1.29342	-793.975	0.571183
13.45	430.834	-1850.7	-696.168	209.042	-120.245	-784.283	430.834	-1723.64	-968.926	209.042	0.152328	-793.448	0.570954
13.5	419.932	-1837.15	-713.897	207.222	-141.766	-784.237	419.932	-1678.76	-1032.73	207.222	1.62075	-796.946	0.571021
13.55	414.259	-1823.25	-719.506	207.428	-164.721	-785.559	414.259	-1633.83	-1082.84	207.428	2.19447	-802.64	0.571065
13.6	411.573	-1789.53	-692.555	208.052	-186.431	-784.829	411.573	-1575.84	-1094.89	208.052	3.83531	-806.659	0.571016
13.65	416.881	-1754.44	-634.084	206.228	-206.97	-779.031	416.881	-1525.48	-1073.8	206.228	5.52872	-806.037	0.571364
13.7	429.115	-1758.05	-547.582	205.528	-229.207	-770.741	429.115	-1522.8	-1035.23	205.528	4.86502	-804.085	0.571394
13.75	441.895	-1757.63	-443.055	207.363	-253.688	-764.691	441.895	-1525.45	-979.066	207.363	2.69602	-805.67	0.571276
13.8	453.512	-1727.05	-321.199	207.559	-275.572	-757.748	453.512	-1510.2	-897.309	207.559	2.77002	-806.297	0.571433
13.85	464.999	-1672.44	-229.358	205.623	-298.561	-744.473	464.999	-1467.39	-834.533	205.623	-0.470719	-802.108	0.571418
13.9	468.392	-1585.94	-147.96	204.626	-319.826	-732.56	468.392	-1396	-766.999	204.626	-1.81216	-799.331	0.571226
13.95	467.197	-1519.83	-62.8478	205.831	-339.644	-724.219	467.197	-1349.75	-701.441	205.831	-0.466563	-799.907	0.571371
14	462.707	-1472.58	7.46954	207.789	-362.227	-719.247	462.707	-1318.58	-655.651	207.789	-0.024281	-805.31	0.571311
14.05	452.716	-1443.61	88.0113	211.888	-381.398	-711.722	452.716	-1312.09	-608.401	211.888	2.52703	-807.469	0.571125
14.1	446.433	-1432.91	190.141	214.532	-395.973	-699.051	446.433	-1335.98	-551.842	214.532	6.63569	-803.382	0.571791
14.15	447.803	-1421.68	293.782	212.8	-413.282	-686.833	447.803	-1364.47	-495.684	212.8	8.45391	-801.542	0.571717
14.2	447.643	-1426.54	391.129	209.456	-434.969	-672.404	447.643	-1407.23	-455.756	209.456	5.30794	-800.81	0.571592
14.25	447.88	-1420.44	480.886	209.715	-456.145	-658.747	447.88	-1440	-418.684	209.715	3.0045	-801.253	0.571377
14.3	445.393	-1398.63	547.645	211.117	-473.71	-644.099	445.393	-1449.7	-393.015	211.117	3.04947	-799.534	0.570958
14.35	439.646	-1370.91	573.954	209.849	-491.435	-627.895	439.646	-1432.37	-396.409	209.849	1.91403	-797.343	0.570747
14.4	438.457	-1331.87	580.013	207.772	-509.881	-615.198	438.457	-1394.37	-407.466	207.772	2.37019	-799.025	0.570909
14.45	440.143	-1300.25	600.356	209.103	-527.856	-603.868	440.143	-1371.94	-410.911	209.103	4.199	-802.042	0.570723
14.5	443.526	-1306.31	637.706	210.915	-546.302	-588.547	443.526	-1389.6	-426.756	210.915	3.14331	-803.009	0.570688
14.55	449.796	-1305.38	697.723	212.593	-562.348	-573.82	449.796	-1418.44	-422.938	212.593	4.28953	-803.422	0.570805
14.6	460.285	-1265.99	721.626	214.107	-578.928	-559.143	460.285	-1395.9	-418.245	214.107	5.15534	-804.843	0.570961
14.65	470.967	-1192.6	723.393	213.187	-591.702	-541.277	470.967	-1335.6	-402.2	213.187	6.30297	-801.905	0.57099
14.7	479.846	-1086.41	720.043	211.044	-603.102	-523.773	479.846	-1252.25	-361.423	211.044	8.47313	-798.748	0.571017
14.75	482.475	-991.929	716.889	209.211	-618.286	-504.598	482.475	-1179.85	-325.286	209.211	6.808	-798.029	0.570738
14.8	476.168	-906.87	718.819	210.413	-636.403	-484.082	476.168	-1120.33	-289.8	210.413	2.27822	-799.586	0.570523
14.85	466.15	-812.817	702.136	209.228	-654.187	-465.867	466.15	-1043.45	-254.708	209.228	-0.069094	-803.114	0.570606
14.9	455.465	-722.446	701.52	205.066	-667.205	-449.823	455.465	-984.942	-209.638	205.066	2.26459	-804.673	0.570496
14.95	444.608	-662.103	707.415	204.38	-681.145	-433.188	444.608	-951.403	-183.435	204.38	3.70713	-807.216	0.57045
15	438.735	-623.723	768.306	205.423	-691.028	-415.263	438.735	-978.706	-146.489	205.423	6.26881	-806.179	0.57059
15.05	440.524	-584.799	851.91	205.605	-701.366	-396.373	440.524	-1028.48	-99.8489	205.605	7.73303	-805.584	0.570786
15.1	450.231	-529.493	909.033	204.594	-713.915	-375.763	450.231	-1050.62	-53.8233	204.594	6.65209	-806.74	0.570978
15.15	463.902	-456.854	950.422	203.308	-722.913	-353.232	463.902	-1054.52	-0.394469	203.308	5.47259	-804.579	0.570965
15.2	474.879	-376.644	975.685	202.093	-728.413	-330.199	474.879	-1044.51	53.0607	202.093	5.15388	-799.744	0.570633
15.25	476.208	-335.883	1017.79	201.437	-737.042	-305.713	476.208	-1069.01	76.9777	201.437	2.02925	-797.927	0.570077
15.3	464.737	-333.127	1110.34	205.332	-749.743	-284.182	464.737	-1156.34	81.8641	205.332	0.121375	-801.794	0.56947
15.35	446.841	-348.284	1255.3	210.125	-761.819	-266.193	446.841	-1300.14	82.0742	210.125	1.9937	-806.984	0.569346
15.4	428.141	-389.112	1382.92	210.514	-771.296	-244.014	428.141	-1435.93	44.453	210.514	0.954359	-808.975	0.569042
15.45	412.519	-415.784	1459.07	210.231	-777.27	-221.714	412.519	-1517.15	-1.26188	210.231	0.882547	-808.273	0.56904
15.5	407.597	-428.774	1492	212.595	-781.768	-200.592	407.597	-1551.62	-48.9242	212.595	2.29917	-807.09	0.569191
15.55	414.928	-422.083	1481.56	213.229	-787.209	-181.259	414.928	-1537.95	-88.8083	213.229	5.21314	-807.791	0.569314
15.6	434.058	-396.804	1450.28	212.819	-791.385	-160.616	434.058	-1499.28	-113.692	212.819	7.14824	-807.488	0.569738
15.65	464.643	-376.408	1429.41	213.001	-792.007	-134.967	464.643	-1471.53	-139.623	213.001	4.7434	-803.411	0.570017
15.7	493.227	-320.39	1428.44	214.133	-793.614	-111.307	493.227	-1458.49	-126.112	214.133	3.97155	-801.372	0.56989
15.75	511.404	-273.535	1453.35	214.97	-798.093	-85.121	511.404	-1474.12	-118.382	214.97	0.284227	-802.62	0.569599
15.8	512.55	-204.196	1522.14	218.56	-800.839	-62.0294	512.55	-1533.37	-85.845	218.56	-0.102254	-803.238	0.569285
15.85	498.596	-148.21	1610.5	222.927	-802.046	-36.9971	498.596	-1615.82	-69.2011	222.927	-2.30624	-802.895	0.569148
15.9	475.98	-117.018	1675.91	223.481	-803.403	-10.0442	475.98	-1677.96	-82.6273	223.481	-6.43234	-803.44	0.569316
15.95	451.896	-84.9904	1703.65	220.041	-804.195	11.9649	451.896	-1702.92	-98.5527	220.041	-5.56131	-804.264	0.569473
16	431.839	-58.7243	1697.05	217.686	-803.089	30.4681	431.839	-1693.79	-120.515	217.686	-1.18845	-803.666	0.569682
16.05	419.386	-47.1175	1674.25	218.123	-802.239	51.1225	419.386	-1667.66	-155.649	218.123	1.03697	-803.866	0.569845
16.1	419.413	-57.734	1687.8	217.97	-800.714	77.0202	419.413	-1675.05	-214.946	217.97	-1.98145	-804.407	0.570234
16.15	430.951	-54.9188	1753.6	216.993	-798.725	101.55	430.951	-1733.89	-267.827	216.993	-3.63462	-805.147	0.570378
16.2	447.896	-31.8244	1822.37	218.033	-799.511	122.102	447.896	-1797.01	-304.634	218.033	-0.877156	-808.781	0.570315
16.25	463.308	-10.3686	1874.89	218.093	-795.808	142.166	463.308	-1843.09	-343.973	218.093	1.77624	-808.405	0.570078
16.3	470.344	22.9324	1896.91	218.3	-788.991	161.657	470.344	-1860.96	-368.29	218.3	4.32758	-805.371	0.569576
16.35	466.566	49.4256	1901.81	219.701	-781.183	184.932	466.566	-1860.67	-396.502	219.701	2.79766	-802.77	0.569351
16.4	457.768	80.7963	1898.73	221.988	-774.286	209.097	457.768	-1853.86	-418.218	221.988	0.518063	-802.022	0.569335
16.45	448.443	132.212	1901.05	221.967	-766.916	230.328	448.443	-1858.27	-422.267	221.967	0.895484	-800.756	0.569617
16.5	444.714	171.768	1894.69	220.674	-759.408	252.932	444.714	-1851.94	-435.491	220.674	-0.111734	-800.422	0.569962
16.55	447.733	196.027	1893.64	222.228	-751.911	277.474	447.733	-1846.11	-464.956	222.228	-2.92103	-801.47	0.570369
16.6	456.973	222.742	1888.32	223.039	-744.98	300.004	456.973	-1837.02	-490.627	223.039	-3.55856	-803.11	0.570663
16.65	472.268	276.507	1912.44	220.046	-737.887	318.965	472.268	-1865.7	-503.03	220.046	-0.854969	-803.875	0.571113
16.7	488.035	332.658	1953.1	218.753	-731.963	339.734	488.035	-1911.13	-522.342	218.753	0.768438	-806.963	0.571156
16.75	499.067	381.184	1981.74	220.4	-723.697	361.102	499.067	-1942.76	-546.127	220.4	1.00438	-808.784	0.571219
16.8	500.937	411.712	1962.92	221.786	-711.794	379.017	500.937	-1924.24	-565.578	221.786	2.68166	-806.41	0.571071
16.85	494.778	412.796	1898.39	221.544	-697.553	395.867	494.778	-1851.88	-587.215	221.544	4.00131	-802.044	0.571114
16.9	484.102	404.568	1818.02	220.312	-684.381	414.136	484.102	-1761.53	-604.885	220.312	4.44319	-799.917	0.571389
16.95	475.941	413.296	1744.96	218.22	-670.489	433.033	475.941	-1687.12	-607.731	218.22	3.88225	-798.16	0.571763
17	471.351	431.349	1710.62	215.862	-652.301	454.909	471.351	-1651.14	-621.304	215.862	-1.63975	-795.259	0.572108
17.05	470.918	441.899	1686.58	216.438	-636.994	479.79	470.918	-1619.6	-645.525	216.438	-7.99834	-797.43	0.572229
17.1	471.3	451.406	1666.12	215.567	-625.569	501.705	471.3	-1590.23	-671.5	215.567	-9.48163	-801.844	0.572243
17.15	472.006	453.005	1634.33	213.275	-616.084	517.495	472.006	-1546.93	-695.185	213.275	-4.74675	-804.573	0.572207
17.2	471.94	454.507	1606.52	211.95	-604.2	529.807	471.94	-1506.52	-719.654	211.95	1.17456	-803.587	0.572103
17.25	470.1	447.505	1570.13	213.694	-591.52	545.645	470.1	-1453.92	-742.758	213.694	3.92231	-804.742	0.571958
17.3	468.222	453.897	1526.98	213.893	-577.006	562.9	468.222	-1405.86	-749.175	213.893	4.45356	-806.085	0.571908
17.35	465.618	490.702	1470.96	212.656	-560.082	577.209	465.618	-1371.71	-723.135	212.656	5.375	-804.26	0.57164
17.4	462.11	535.275	1416.15	212.793	-540.275	591.854	462.11	-1346.79	-691.494	212.793	3.84081	-801.358	0.571644
17.45	463.25	583.07	1369.56	213.558	-520.131	609.508	463.25	-1332.59	-663.238	213.558	-0.04025	-801.272	0.571671
17.5	467.616	636.354	1313.64	213.395	-502.473	627.382	467.616	-1319.52	-624.076	213.395	-2.10359	-803.792	0.57175
17.55	477.037	698.495	1249.18	213.522	-486.134	642.778	477.037	-1311.66	-572.628	213.522	-1.44747	-805.907	0.571923
17.6	491.831	761.493	1179.65	212.911	-468.472	656.493	491.831	-1305.55	-516.707	212.911	-0.741813	-806.504	0.572188
17.65	507.652	831.276	1101.63	211.574	-450.992	669.443	507.652	-1304.59	-450.155	211.574	0.597844	-807.184	0.57236
17.7	523.669	884.117	1038.13	208.796	-431.3	683.467	523.669	-1301.93	-405.405	208.796	-0.4385	-808.174	0.572528
17.75	533.354	913.591	963.872	206.955	-412.869	694.136	533.354	-1277.3	-363.59	206.955	1.39769	-807.641	0.572548
17.8	535.184	927.819	891.934	204.46	-394.244	699.573	535.184	-1243.93	-330.186	204.46	5.58788	-802.994	0.572374
17.85	525.22	940.967	813.269	201.726	-377.078	705.271	525.22	-1209.5	-289.733	201.726	10.6943	-799.675	0.572171
17.9	506.593	950.096	767.808	200.671	-354.999	716.845	506.593	-1189.21	-279.286	200.671	8.64528	-799.885	0.571861
17.95	481.902	972.91	724.634	199.83	-331.248	729.466	481.902	-1183.94	-264.436	199.83	4.66922	-801.139	0.571598
18	457.178	1005.15	675.57	201.409	-308.962	740.674	457.178	-1186.97	-240.492	201.409	2.67738	-802.526	0.571342
18.05	439.695	1029.33	625.613	203.269	-287.34	748.788	439.695	-1184.46	-219.007	203.269	2.50328	-802.023	0.571246
18.1	432.796	1040.77	559.279	207.922	-267.722	755.878	432.796	-1166.73	-186.331	207.922	4.54544	-801.877	0.571151
18.15	439.602	1073.48	534.937	209.859	-243.056	761.075	439.602	-1184.79	-186.5	209.859	2.35505	-798.941	0.571109
18.2	456.541	1117.52	495.262	208.548	-222.369	766.872	456.541	-1210.47	-170.019	208.548	3.67764	-798.453	0.570992
18.25	480.465	1133.91	434.007	208.895	-204.064	774.565	480.465	-1205.9	-141.098	208.895	6.83067	-800.966	0.570912
18.3	506.732	1136.42	392.253	208.872	-179.714	777.051	506.732	-1194.7	-134.166	208.872	5.38477	-797.544	0.570874
18.35	528.597	1100.08	337.998	207.217	-156.201	782.533	528.597	-1144.36	-121.879	207.217	4.01413	-797.96	0.570714
18.4	541.142	1071.03	278.486	203.874	-135.147	791.403	541.142	-1102.07	-100.485	203.874	4.55993	-802.846	0.570499
18.45	538.924	1073.83	218.005	202.084	-114.134	798.257	538.924	-1093.39	-71.5577	202.084	5.70411	-806.355	0.570158
18.5	525.183	1080.48	155.044	203.682	-91.1192	802.94	525.183	-1090.83	-39.3811	203.682	5.30256	-808.076	0.570064
18.55	505.514	1062.63	76.624	204.752	-67.8048	805.65	505.514	-1065.37	6.33851	204.752	4.87578	-808.483	0.570138
18.6	487.244	1037.2	-15.1557	206.752	-44.6163	806.722	487.244	-1035.19	66.3764	206.752	4.70864	-807.941	0.570326
18.65	475.624	1020.21	-93.9004	207.113	-19.008	804.406	475.624	-1018.02	115.199	207.113	2.19413	-804.628	0.570554
18.7	471.277	1000.36	-187.334	205.438	3.17563	802.283	471.277	-1001.76	179.696	205.438	2.94533	-802.284	0.570571
18.75	474.32	999.471	-283.532	203.525	23.879	800.117	474.32	-1009.07	247.213	203.525	5.06239	-800.458	0.570589
18.8	480.269	1023	-364.284	202.952	46.9592	798.815	480.269	-1044.4	297.4	202.952	4.77129	-800.18	0.570204
18.85	485.103	1032.25	-446.335	204.175	70.0197	803.599	485.103	-1069.31	348.346	204.175	5.05956	-806.628	0.569976
18.9	488.633	1068.71	-528.098	204.816	92.7402	803.666	488.633	-1124.91	394.475	204.816	5.49268	-808.981	0.569658
18.95	486.682	1139.6	-602.688	204.772	115.936	800.242	486.682	-1216.94	425.439	204.772	5.07316	-808.581	0.569205
19	480.42	1236.7	-667.11	206.113	140.296	798.272	480.42	-1335.54	436.793	206.113	3.75283	-810.498	0.568994
19.05	472.715	1339.92	-742.923	209.008	161.778	795.886	472.715	-1464.02	451.608	209.008	5.28827	-812.145	0.568728
19.1	463.605	1422.1	-800.077	213.34	184.748	789.108	463.605	-1569.52	446.21	213.34	4.4553	-810.434	0.568558
19.15	458.959	1471.43	-815.732	213.193	210.553	776.393	458.959	-1633.27	403.659	213.193	-0.736547	-804.437	0.568646
19.2	458.787	1496.83	-839.995	212.552	231.41	766.665	458.787	-1675.4	372.984	212.552	-0.645641	-800.827	0.568555
19.25	464.306	1520.45	-846.057	211.683	252.31	760.887	464.306	-1709.65	323.511	211.683	0.464672	-801.629	0.568713
19.3	475.623	1553.62	-840.166	212.278	273.972	756.371	475.623	-1747.32	257.88	212.278	1.35864	-804.46	0.568811
19.35	488.756	1573.72	-863.168	214.466	291.149	752.021	488.756	-1781.11	222.059	214.466	6.66344	-806.386	0.568799
19.4	500.593	1608.01	-893.333	217.794	310.539	744.023	500.593	-1830.12	185.482	217.794	8.6205	-806.183	0.568923
19.45	510.08	1643.04	-935.621	221.092	333.909	735.316	510.08	-1884.23	156.961	221.092	6.68491	-807.552	0.568938
19.5	513.34	1671.34	-993.042	222.5	358.231	725.304	513.34	-1938.9	142.044	222.5	3.41841	-808.94	0.56901
19.55	512.594	1697.68	-1059.53	223.727	380.615	712.231	512.594	-1996.76	133.012	223.727	0.528438	-807.552	0.569221
19.6	508.003	1715.46	-1108.61	224.046	402.075	696.373	508.003	-2039.55	109.883	224.046	-2.99122	-804.108	0.569291
19.65	497.061	1704.46	-1126.95	219.601	422.76	681.246	497.061	-2042.02	73.1886	219.601	-5.64459	-801.742	0.569165
19.7	482.723	1658.93	-1149.04	216.601	439.731	670.504	482.723	-2017.16	58.3988	216.601	-2.91056	-801.829	0.569245
19.75	468.377	1635.91	-1154.49	216.254	459.879	658.349	468.377	-2002.17	18.5486	216.254	-3.57594	-803.056	0.569181
